"","year","isic_section_index","isic_section_name","industry_name","skill_group_category","skill_group_name","skill_group_rank"
"2020",2017,"R","Arts, entertainment and recreation","Gambling & Casinos","Disruptive Tech Skills","Data Science",10
"2021",2017,"R","Arts, entertainment and recreation","Sports","Specialized Industry Skills","Professional Sports",1
"2022",2017,"R","Arts, entertainment and recreation","Sports","Specialized Industry Skills","Sports Coaching",2
"2023",2017,"R","Arts, entertainment and recreation","Sports","Soft Skills","Communication",3
"2024",2017,"R","Arts, entertainment and recreation","Sports","Specialized Industry Skills","Personal Coaching",4
"2025",2017,"R","Arts, entertainment and recreation","Sports","Specialized Industry Skills","Event Planning",5
"2026",2017,"R","Arts, entertainment and recreation","Sports","Tech Skills","Social Media",6
"2027",2017,"R","Arts, entertainment and recreation","Sports","Soft Skills","Teamwork",7
"2028",2017,"R","Arts, entertainment and recreation","Sports","Soft Skills","Leadership",8
"2029",2017,"R","Arts, entertainment and recreation","Sports","Tech Skills","Digital Literacy",9
"2030",2017,"R","Arts, entertainment and recreation","Sports","Business Skills","Business Management",10
"2031",2017,"R","Arts, entertainment and recreation","Museums & Institutions","Specialized Industry Skills","Art History",1
"2032",2017,"R","Arts, entertainment and recreation","Museums & Institutions","Specialized Industry Skills","History",2
"2033",2017,"R","Arts, entertainment and recreation","Museums & Institutions","Specialized Industry Skills","Research",3
"2034",2017,"R","Arts, entertainment and recreation","Museums & Institutions","Soft Skills","Communication",4
"2035",2017,"R","Arts, entertainment and recreation","Museums & Institutions","Specialized Industry Skills","Event Planning",5
"2036",2017,"R","Arts, entertainment and recreation","Museums & Institutions","Soft Skills","Teamwork",6
"2037",2017,"R","Arts, entertainment and recreation","Museums & Institutions","Tech Skills","Social Media",7
"2038",2017,"R","Arts, entertainment and recreation","Museums & Institutions","Specialized Industry Skills","Teaching",8
"2039",2017,"R","Arts, entertainment and recreation","Museums & Institutions","Specialized Industry Skills","Editing",9
"2040",2017,"R","Arts, entertainment and recreation","Museums & Institutions","Specialized Industry Skills","Visual Arts",10
"2041",2017,"R","Arts, entertainment and recreation","Fine Art","Specialized Industry Skills","Visual Arts",1
"2042",2017,"R","Arts, entertainment and recreation","Fine Art","Specialized Industry Skills","Art History",2
"2043",2017,"R","Arts, entertainment and recreation","Fine Art","Tech Skills","Graphic Design",3
"2044",2017,"R","Arts, entertainment and recreation","Fine Art","Specialized Industry Skills","Photography",4
"2045",2017,"R","Arts, entertainment and recreation","Fine Art","Tech Skills","Social Media",5
"2046",2017,"R","Arts, entertainment and recreation","Fine Art","Specialized Industry Skills","Teaching",6
"2047",2017,"R","Arts, entertainment and recreation","Fine Art","Specialized Industry Skills","Research",7
"2048",2017,"R","Arts, entertainment and recreation","Fine Art","Tech Skills","Digital Literacy",8
"2049",2017,"R","Arts, entertainment and recreation","Fine Art","Soft Skills","Communication",9
"2050",2017,"R","Arts, entertainment and recreation","Fine Art","Specialized Industry Skills","Conceptual Art",10
"2051",2017,"R","Arts, entertainment and recreation","Performing Arts","Specialized Industry Skills","Theatre",1
"2052",2017,"R","Arts, entertainment and recreation","Performing Arts","Specialized Industry Skills","Dance",2
"2053",2017,"R","Arts, entertainment and recreation","Performing Arts","Specialized Industry Skills","Teaching",3
"2054",2017,"R","Arts, entertainment and recreation","Performing Arts","Specialized Industry Skills","Event Planning",4
"2055",2017,"R","Arts, entertainment and recreation","Performing Arts","Specialized Industry Skills","Music",5
"2056",2017,"R","Arts, entertainment and recreation","Performing Arts","Tech Skills","Social Media",6
"2057",2017,"R","Arts, entertainment and recreation","Performing Arts","Soft Skills","Communication",7
"2058",2017,"R","Arts, entertainment and recreation","Performing Arts","Specialized Industry Skills","Video",8
"2059",2017,"R","Arts, entertainment and recreation","Performing Arts","Tech Skills","Digital Literacy",9
"2060",2017,"R","Arts, entertainment and recreation","Performing Arts","Specialized Industry Skills","Television",10
"2061",2017,"R","Arts, entertainment and recreation","Arts & Crafts","Specialized Industry Skills","Visual Arts",1
"2062",2017,"R","Arts, entertainment and recreation","Arts & Crafts","Specialized Industry Skills","Art History",2
"2063",2017,"R","Arts, entertainment and recreation","Arts & Crafts","Tech Skills","Graphic Design",3
"2064",2017,"R","Arts, entertainment and recreation","Arts & Crafts","Specialized Industry Skills","Photography",4
"2065",2017,"R","Arts, entertainment and recreation","Arts & Crafts","Tech Skills","Social Media",5
"2066",2017,"R","Arts, entertainment and recreation","Arts & Crafts","Specialized Industry Skills","Teaching",6
"2067",2017,"R","Arts, entertainment and recreation","Arts & Crafts","Tech Skills","Digital Literacy",7
"2068",2017,"R","Arts, entertainment and recreation","Arts & Crafts","Specialized Industry Skills","Arts & Crafts",8
"2069",2017,"R","Arts, entertainment and recreation","Arts & Crafts","Soft Skills","Communication",9
"2070",2017,"R","Arts, entertainment and recreation","Arts & Crafts","Specialized Industry Skills","Research",10
"2071",2017,"R","Arts, entertainment and recreation","Music","Specialized Industry Skills","Music",1
"2072",2017,"R","Arts, entertainment and recreation","Music","Specialized Industry Skills","Teaching",2
"2073",2017,"R","Arts, entertainment and recreation","Music","Tech Skills","Social Media",3
"2074",2017,"R","Arts, entertainment and recreation","Music","Specialized Industry Skills","Event Planning",4
"2075",2017,"R","Arts, entertainment and recreation","Music","Specialized Industry Skills","Radio Production",5
"2076",2017,"R","Arts, entertainment and recreation","Music","Tech Skills","Digital Literacy",6
"2077",2017,"R","Arts, entertainment and recreation","Music","Soft Skills","Communication",7
"2078",2017,"R","Arts, entertainment and recreation","Music","Business Skills","Business Management",8
"2079",2017,"R","Arts, entertainment and recreation","Music","Soft Skills","Leadership",9
"2080",2017,"R","Arts, entertainment and recreation","Music","Business Skills","Digital Marketing",10
"2081",2017,"R","Arts, entertainment and recreation","Health, Wellness & Fitness","Specialized Industry Skills","Wellness",1
"2082",2017,"R","Arts, entertainment and recreation","Health, Wellness & Fitness","Soft Skills","Communication",2
"2083",2017,"R","Arts, entertainment and recreation","Health, Wellness & Fitness","Soft Skills","Leadership",3
"2084",2017,"R","Arts, entertainment and recreation","Health, Wellness & Fitness","Tech Skills","Digital Literacy",4
"2085",2017,"R","Arts, entertainment and recreation","Health, Wellness & Fitness","Specialized Industry Skills","Physical Medicine and Rehabilitation",5
"2086",2017,"R","Arts, entertainment and recreation","Health, Wellness & Fitness","Specialized Industry Skills","Personal Coaching",6
"2087",2017,"R","Arts, entertainment and recreation","Health, Wellness & Fitness","Business Skills","Business Management",7
"2088",2017,"R","Arts, entertainment and recreation","Health, Wellness & Fitness","Tech Skills","Social Media",8
"2089",2017,"R","Arts, entertainment and recreation","Health, Wellness & Fitness","Specialized Industry Skills","Research",9
"2090",2017,"R","Arts, entertainment and recreation","Health, Wellness & Fitness","Specialized Industry Skills","Healthcare Management",10
"2091",2017,"R","Arts, entertainment and recreation","Animation","Tech Skills","Animation",1
"2092",2017,"R","Arts, entertainment and recreation","Animation","Tech Skills","Graphic Design",2
"2093",2017,"R","Arts, entertainment and recreation","Animation","Specialized Industry Skills","Video",3
"2094",2017,"R","Arts, entertainment and recreation","Animation","Tech Skills","Social Media",4
"2095",2017,"R","Arts, entertainment and recreation","Animation","Tech Skills","Digital Literacy",5
"2096",2017,"R","Arts, entertainment and recreation","Animation","Specialized Industry Skills","Photography",6
"2097",2017,"R","Arts, entertainment and recreation","Animation","Soft Skills","Communication",7
"2098",2017,"R","Arts, entertainment and recreation","Animation","Specialized Industry Skills","Research",8
"2099",2017,"R","Arts, entertainment and recreation","Animation","Soft Skills","Leadership",9
"2100",2017,"R","Arts, entertainment and recreation","Animation","Soft Skills","Teamwork",10
"2101",2018,"B","Mining and quarrying","Mining & Metals","Specialized Industry Skills","Mining",1
"2102",2018,"B","Mining and quarrying","Mining & Metals","Soft Skills","Negotiation",2
"2103",2018,"B","Mining and quarrying","Mining & Metals","Tech Skills","Digital Literacy",3
"2104",2018,"B","Mining and quarrying","Mining & Metals","Business Skills","Project Management",4
"2105",2018,"B","Mining and quarrying","Mining & Metals","Soft Skills","Teamwork",5
"2106",2018,"B","Mining and quarrying","Mining & Metals","Business Skills","Business Management",6
"2107",2018,"B","Mining and quarrying","Mining & Metals","Business Skills","Manufacturing Operations",7
"2108",2018,"B","Mining and quarrying","Mining & Metals","Soft Skills","Leadership",8
"2109",2018,"B","Mining and quarrying","Mining & Metals","Specialized Industry Skills","Drilling Engineering",9
"2110",2018,"B","Mining and quarrying","Mining & Metals","Specialized Industry Skills","Maintenance & Repair",10
"2111",2018,"B","Mining and quarrying","Oil & Energy","Specialized Industry Skills","Oil & Gas",1
"2112",2018,"B","Mining and quarrying","Oil & Energy","Specialized Industry Skills","Drilling Engineering",2
"2113",2018,"B","Mining and quarrying","Oil & Energy","Specialized Industry Skills","Utilities",3
"2114",2018,"B","Mining and quarrying","Oil & Energy","Soft Skills","Negotiation",4
"2115",2018,"B","Mining and quarrying","Oil & Energy","Soft Skills","Teamwork",5
"2116",2018,"B","Mining and quarrying","Oil & Energy","Tech Skills","Digital Literacy",6
"2117",2018,"B","Mining and quarrying","Oil & Energy","Business Skills","Project Management",7
"2118",2018,"B","Mining and quarrying","Oil & Energy","Soft Skills","Leadership",8
"2119",2018,"B","Mining and quarrying","Oil & Energy","Business Skills","Business Management",9
"2120",2018,"B","Mining and quarrying","Oil & Energy","Specialized Industry Skills","Construction Engineering",10
"2121",2018,"C","Manufacturing","Pharmaceuticals","Specialized Industry Skills","Pharmaceutics",1
"2122",2018,"C","Manufacturing","Pharmaceuticals","Specialized Industry Skills","Pharmaceutical Manufacturing",2
"2123",2018,"C","Manufacturing","Pharmaceuticals","Specialized Industry Skills","Oncology",3
"2124",2018,"C","Manufacturing","Pharmaceuticals","Soft Skills","Teamwork",4
"2125",2018,"C","Manufacturing","Pharmaceuticals","Specialized Industry Skills","Product Testing",5
"2126",2018,"C","Manufacturing","Pharmaceuticals","Specialized Industry Skills","Research",6
"2127",2018,"C","Manufacturing","Pharmaceuticals","Soft Skills","Leadership",7
"2128",2018,"C","Manufacturing","Pharmaceuticals","Tech Skills","Digital Literacy",8
"2129",2018,"C","Manufacturing","Pharmaceuticals","Business Skills","Business Management",9
"2130",2018,"C","Manufacturing","Pharmaceuticals","Business Skills","Product Development",10
"2131",2018,"C","Manufacturing","Food Production","Specialized Industry Skills","Food Manufacturing",1
"2132",2018,"C","Manufacturing","Food Production","Soft Skills","Negotiation",2
"2133",2018,"C","Manufacturing","Food Production","Specialized Industry Skills","Food Service Operations",3
"2134",2018,"C","Manufacturing","Food Production","Soft Skills","Teamwork",4
"2135",2018,"C","Manufacturing","Food Production","Business Skills","Business Management",5
"2136",2018,"C","Manufacturing","Food Production","Tech Skills","Digital Literacy",6
"2137",2018,"C","Manufacturing","Food Production","Soft Skills","Leadership",7
"2138",2018,"C","Manufacturing","Food Production","Business Skills","Product Development",8
"2139",2018,"C","Manufacturing","Food Production","Specialized Industry Skills","Research",9
"2140",2018,"C","Manufacturing","Food Production","Business Skills","Project Management",10
"2141",2018,"C","Manufacturing","Aviation & Aerospace","Disruptive Tech Skills","Aerospace Engineering",1
"2142",2018,"C","Manufacturing","Aviation & Aerospace","Specialized Industry Skills","Air Force",2
"2143",2018,"C","Manufacturing","Aviation & Aerospace","Specialized Industry Skills","Aircraft Management",3
"2144",2018,"C","Manufacturing","Aviation & Aerospace","Specialized Industry Skills","Airlines",4
"2145",2018,"C","Manufacturing","Aviation & Aerospace","Tech Skills","Scientific Computing",5
"2146",2018,"C","Manufacturing","Aviation & Aerospace","Soft Skills","Leadership",6
"2147",2018,"C","Manufacturing","Aviation & Aerospace","Soft Skills","Teamwork",7
"2148",2018,"C","Manufacturing","Aviation & Aerospace","Tech Skills","Digital Literacy",8
"2149",2018,"C","Manufacturing","Aviation & Aerospace","Business Skills","Project Management",9
"2150",2018,"C","Manufacturing","Aviation & Aerospace","Business Skills","Manufacturing Operations",10
"2151",2018,"C","Manufacturing","Automotive","Specialized Industry Skills","Automotive",1
"2152",2018,"C","Manufacturing","Automotive","Soft Skills","Negotiation",2
"2153",2018,"C","Manufacturing","Automotive","Soft Skills","Leadership",3
"2154",2018,"C","Manufacturing","Automotive","Soft Skills","Teamwork",4
"2155",2018,"C","Manufacturing","Automotive","Business Skills","Manufacturing Operations",5
"2156",2018,"C","Manufacturing","Automotive","Tech Skills","Digital Literacy",6
"2157",2018,"C","Manufacturing","Automotive","Business Skills","Business Management",7
"2158",2018,"C","Manufacturing","Automotive","Business Skills","Project Management",8
"2159",2018,"C","Manufacturing","Automotive","Business Skills","Customer Experience",9
"2160",2018,"C","Manufacturing","Automotive","Business Skills","Product Marketing",10
"2161",2018,"C","Manufacturing","Chemicals","Specialized Industry Skills","Research",1
"2162",2018,"C","Manufacturing","Chemicals","Business Skills","Product Development",2
"2163",2018,"C","Manufacturing","Chemicals","Soft Skills","Negotiation",3
"2164",2018,"C","Manufacturing","Chemicals","Soft Skills","Teamwork",4
"2165",2018,"C","Manufacturing","Chemicals","Specialized Industry Skills","Chemical Processing",5
"2166",2018,"C","Manufacturing","Chemicals","Tech Skills","Digital Literacy",6
"2167",2018,"C","Manufacturing","Chemicals","Business Skills","Business Management",7
"2168",2018,"C","Manufacturing","Chemicals","Soft Skills","Leadership",8
"2169",2018,"C","Manufacturing","Chemicals","Business Skills","Manufacturing Operations",9
"2170",2018,"C","Manufacturing","Chemicals","Business Skills","Project Management",10
"2171",2018,"C","Manufacturing","Machinery","Soft Skills","Negotiation",1
"2172",2018,"C","Manufacturing","Machinery","Specialized Industry Skills","Machining",2
"2173",2018,"C","Manufacturing","Machinery","Tech Skills","Digital Literacy",3
"2174",2018,"C","Manufacturing","Machinery","Soft Skills","Leadership",4
"2175",2018,"C","Manufacturing","Machinery","Business Skills","Product Development",5
"2176",2018,"C","Manufacturing","Machinery","Business Skills","Business Management",6
"2177",2018,"C","Manufacturing","Machinery","Business Skills","Manufacturing Operations",7
"2178",2018,"C","Manufacturing","Machinery","Business Skills","Project Management",8
"2179",2018,"C","Manufacturing","Machinery","Specialized Industry Skills","Architecture",9
"2180",2018,"C","Manufacturing","Machinery","Soft Skills","Teamwork",10
"2181",2018,"C","Manufacturing","Textiles","Specialized Industry Skills","Apparel",1
"2182",2018,"C","Manufacturing","Textiles","Soft Skills","Negotiation",2
"2183",2018,"C","Manufacturing","Textiles","Business Skills","Product Development",3
"2184",2018,"C","Manufacturing","Textiles","Soft Skills","Teamwork",4
"2185",2018,"C","Manufacturing","Textiles","Tech Skills","Digital Literacy",5
"2186",2018,"C","Manufacturing","Textiles","Soft Skills","Leadership",6
"2187",2018,"C","Manufacturing","Textiles","Business Skills","Business Management",7
"2188",2018,"C","Manufacturing","Textiles","Specialized Industry Skills","Retail",8
"2189",2018,"C","Manufacturing","Textiles","Business Skills","Product Marketing",9
"2190",2018,"C","Manufacturing","Textiles","Tech Skills","Graphic Design",10
"2191",2018,"C","Manufacturing","Paper & Forest Products","Specialized Industry Skills","Chemical Processing",1
"2192",2018,"C","Manufacturing","Paper & Forest Products","Soft Skills","Negotiation",2
"2193",2018,"C","Manufacturing","Paper & Forest Products","Business Skills","Manufacturing Operations",3
"2194",2018,"C","Manufacturing","Paper & Forest Products","Business Skills","Product Development",4
"2195",2018,"C","Manufacturing","Paper & Forest Products","Tech Skills","Digital Literacy",5
"2196",2018,"C","Manufacturing","Paper & Forest Products","Business Skills","Business Management",6
"2197",2018,"C","Manufacturing","Paper & Forest Products","Business Skills","Project Management",7
"2198",2018,"C","Manufacturing","Paper & Forest Products","Specialized Industry Skills","Forestry",8
"2199",2018,"C","Manufacturing","Paper & Forest Products","Soft Skills","Leadership",9
"2200",2018,"C","Manufacturing","Paper & Forest Products","Soft Skills","Teamwork",10
"2201",2018,"C","Manufacturing","Printing","Specialized Industry Skills","Printing",1
"2202",2018,"C","Manufacturing","Printing","Tech Skills","Graphic Design",2
"2203",2018,"C","Manufacturing","Printing","Specialized Industry Skills","Retail Packaging",3
"2204",2018,"C","Manufacturing","Printing","Tech Skills","Digital Literacy",4
"2205",2018,"C","Manufacturing","Printing","Soft Skills","Negotiation",5
"2206",2018,"C","Manufacturing","Printing","Business Skills","Business Management",6
"2207",2018,"C","Manufacturing","Printing","Soft Skills","Leadership",7
"2208",2018,"C","Manufacturing","Printing","Business Skills","Product Marketing",8
"2209",2018,"C","Manufacturing","Printing","Business Skills","Advertising",9
"2210",2018,"C","Manufacturing","Printing","Soft Skills","Teamwork",10
"2211",2018,"C","Manufacturing","Electrical & Electronic Manufacturing","Specialized Industry Skills","Electronics",1
"2212",2018,"C","Manufacturing","Electrical & Electronic Manufacturing","Soft Skills","Negotiation",2
"2213",2018,"C","Manufacturing","Electrical & Electronic Manufacturing","Soft Skills","Leadership",3
"2214",2018,"C","Manufacturing","Electrical & Electronic Manufacturing","Soft Skills","Teamwork",4
"2215",2018,"C","Manufacturing","Electrical & Electronic Manufacturing","Tech Skills","Digital Literacy",5
"2216",2018,"C","Manufacturing","Electrical & Electronic Manufacturing","Specialized Industry Skills","Drilling Engineering",6
"2217",2018,"C","Manufacturing","Electrical & Electronic Manufacturing","Business Skills","Project Management",7
"2218",2018,"C","Manufacturing","Electrical & Electronic Manufacturing","Tech Skills","Scientific Computing",8
"2219",2018,"C","Manufacturing","Electrical & Electronic Manufacturing","Disruptive Tech Skills","Robotics",9
"2220",2018,"C","Manufacturing","Electrical & Electronic Manufacturing","Business Skills","Business Management",10
"2221",2018,"C","Manufacturing","Plastics","Specialized Industry Skills","Plastics",1
"2222",2018,"C","Manufacturing","Plastics","Business Skills","Product Development",2
"2223",2018,"C","Manufacturing","Plastics","Soft Skills","Negotiation",3
"2224",2018,"C","Manufacturing","Plastics","Business Skills","Manufacturing Operations",4
"2225",2018,"C","Manufacturing","Plastics","Tech Skills","Digital Literacy",5
"2226",2018,"C","Manufacturing","Plastics","Soft Skills","Leadership",6
"2227",2018,"C","Manufacturing","Plastics","Business Skills","Business Management",7
"2228",2018,"C","Manufacturing","Plastics","Specialized Industry Skills","Machining",8
"2229",2018,"C","Manufacturing","Plastics","Specialized Industry Skills","Automotive",9
"2230",2018,"C","Manufacturing","Plastics","Business Skills","Project Management",10
"2231",2018,"C","Manufacturing","Renewables & Environment","Specialized Industry Skills","Power Systems",1
"2232",2018,"C","Manufacturing","Renewables & Environment","Specialized Industry Skills","Environmental Science",2
"2233",2018,"C","Manufacturing","Renewables & Environment","Specialized Industry Skills","Utilities",3
"2234",2018,"C","Manufacturing","Renewables & Environment","Soft Skills","Negotiation",4
"2235",2018,"C","Manufacturing","Renewables & Environment","Business Skills","Project Management",5
"2236",2018,"C","Manufacturing","Renewables & Environment","Soft Skills","Teamwork",6
"2237",2018,"C","Manufacturing","Renewables & Environment","Tech Skills","Digital Literacy",7
"2238",2018,"C","Manufacturing","Renewables & Environment","Business Skills","Business Management",8
"2239",2018,"C","Manufacturing","Renewables & Environment","Soft Skills","Leadership",9
"2240",2018,"C","Manufacturing","Renewables & Environment","Specialized Industry Skills","Research",10
"2241",2018,"C","Manufacturing","Packaging & Containers","Specialized Industry Skills","Retail Packaging",1
"2242",2018,"C","Manufacturing","Packaging & Containers","Business Skills","Product Development",2
"2243",2018,"C","Manufacturing","Packaging & Containers","Soft Skills","Negotiation",3
"2244",2018,"C","Manufacturing","Packaging & Containers","Business Skills","Manufacturing Operations",4
"2245",2018,"C","Manufacturing","Packaging & Containers","Soft Skills","Leadership",5
"2246",2018,"C","Manufacturing","Packaging & Containers","Business Skills","Business Management",6
"2247",2018,"C","Manufacturing","Packaging & Containers","Tech Skills","Digital Literacy",7
"2248",2018,"C","Manufacturing","Packaging & Containers","Specialized Industry Skills","Plastics",8
"2249",2018,"C","Manufacturing","Packaging & Containers","Soft Skills","Teamwork",9
"2250",2018,"C","Manufacturing","Packaging & Containers","Business Skills","Project Management",10
"2251",2018,"C","Manufacturing","Industrial Automation","Disruptive Tech Skills","Robotics",1
"2252",2018,"C","Manufacturing","Industrial Automation","Specialized Industry Skills","Electronic Control Systems",2
"2253",2018,"C","Manufacturing","Industrial Automation","Specialized Industry Skills","Drilling Engineering",3
"2254",2018,"C","Manufacturing","Industrial Automation","Specialized Industry Skills","Instrumentation",4
"2255",2018,"C","Manufacturing","Industrial Automation","Specialized Industry Skills","Utilities",5
"2256",2018,"C","Manufacturing","Industrial Automation","Specialized Industry Skills","Architecture",6
"2257",2018,"C","Manufacturing","Industrial Automation","Business Skills","Project Management",7
"2258",2018,"C","Manufacturing","Industrial Automation","Specialized Industry Skills","Electronics",8
"2259",2018,"C","Manufacturing","Industrial Automation","Tech Skills","Scientific Computing",9
"2260",2018,"C","Manufacturing","Industrial Automation","Business Skills","Product Development",10
"2261",2018,"J","Information and communication","Computer Hardware","Tech Skills","Computer Hardware",1
"2262",2018,"J","Information and communication","Computer Hardware","Tech Skills","Technical Support",2
"2263",2018,"J","Information and communication","Computer Hardware","Tech Skills","System Administration",3
"2264",2018,"J","Information and communication","Computer Hardware","Tech Skills","Digital Literacy",4
"2265",2018,"J","Information and communication","Computer Hardware","Soft Skills","Leadership",5
"2266",2018,"J","Information and communication","Computer Hardware","Business Skills","Business Management",6
"2267",2018,"J","Information and communication","Computer Hardware","Tech Skills","Computer Networking",7
"2268",2018,"J","Information and communication","Computer Hardware","Business Skills","Project Management",8
"2269",2018,"J","Information and communication","Computer Hardware","Disruptive Tech Skills","Development Tools",9
"2270",2018,"J","Information and communication","Computer Hardware","Business Skills","Inside Sales",10
"2271",2018,"J","Information and communication","Computer Software","Tech Skills","Web Development",1
"2272",2018,"J","Information and communication","Computer Software","Disruptive Tech Skills","Development Tools",2
"2273",2018,"J","Information and communication","Computer Software","Tech Skills","Mobile Application Development",3
"2274",2018,"J","Information and communication","Computer Software","Tech Skills","Data Storage Technologies",4
"2275",2018,"J","Information and communication","Computer Software","Disruptive Tech Skills","Data Science",5
"2276",2018,"J","Information and communication","Computer Software","Tech Skills","Software Development Life Cycle (SDLC)",6
"2277",2018,"J","Information and communication","Computer Software","Disruptive Tech Skills","Human Computer Interaction",7
"2278",2018,"J","Information and communication","Computer Software","Soft Skills","Teamwork",8
"2279",2018,"J","Information and communication","Computer Software","Soft Skills","Leadership",9
"2280",2018,"J","Information and communication","Computer Software","Business Skills","Project Management",10
"2281",2018,"J","Information and communication","Computer Networking","Tech Skills","Computer Networking",1
"2282",2018,"J","Information and communication","Computer Networking","Tech Skills","System Administration",2
"2283",2018,"J","Information and communication","Computer Networking","Tech Skills","Technical Support",3
"2284",2018,"J","Information and communication","Computer Networking","Specialized Industry Skills","Telecommunications",4
"2285",2018,"J","Information and communication","Computer Networking","Tech Skills","Digital Literacy",5
"2286",2018,"J","Information and communication","Computer Networking","Specialized Industry Skills","Cybersecurity",6
"2287",2018,"J","Information and communication","Computer Networking","Disruptive Tech Skills","Development Tools",7
"2288",2018,"J","Information and communication","Computer Networking","Tech Skills","Data Storage Technologies",8
"2289",2018,"J","Information and communication","Computer Networking","Soft Skills","Leadership",9
"2290",2018,"J","Information and communication","Computer Networking","Business Skills","Business Management",10
"2291",2018,"J","Information and communication","Internet","Tech Skills","Web Development",1
"2292",2018,"J","Information and communication","Internet","Business Skills","Digital Marketing",2
"2293",2018,"J","Information and communication","Internet","Tech Skills","Social Media",3
"2294",2018,"J","Information and communication","Internet","Soft Skills","Teamwork",4
"2295",2018,"J","Information and communication","Internet","Tech Skills","Digital Literacy",5
"2296",2018,"J","Information and communication","Internet","Tech Skills","Graphic Design",6
"2297",2018,"J","Information and communication","Internet","Soft Skills","Leadership",7
"2298",2018,"J","Information and communication","Internet","Business Skills","Advertising",8
"2299",2018,"J","Information and communication","Internet","Disruptive Tech Skills","Development Tools",9
"2300",2018,"J","Information and communication","Internet","Business Skills","Product Marketing",10
"2301",2018,"J","Information and communication","Semiconductors","Specialized Industry Skills","Electronics",1
"2302",2018,"J","Information and communication","Semiconductors","Tech Skills","Computer Hardware",2
"2303",2018,"J","Information and communication","Semiconductors","Tech Skills","Scientific Computing",3
"2304",2018,"J","Information and communication","Semiconductors","Disruptive Tech Skills","Development Tools",4
"2305",2018,"J","Information and communication","Semiconductors","Tech Skills","Software Testing",5
"2306",2018,"J","Information and communication","Semiconductors","Tech Skills","Digital Literacy",6
"2307",2018,"J","Information and communication","Semiconductors","Disruptive Tech Skills","Nanotechnology",7
"2308",2018,"J","Information and communication","Semiconductors","Soft Skills","Leadership",8
"2309",2018,"J","Information and communication","Semiconductors","Business Skills","Product Development",9
"2310",2018,"J","Information and communication","Semiconductors","Business Skills","Project Management",10
"2311",2018,"J","Information and communication","Telecommunications","Specialized Industry Skills","Telecommunications",1
"2312",2018,"J","Information and communication","Telecommunications","Tech Skills","Computer Networking",2
"2313",2018,"J","Information and communication","Telecommunications","Soft Skills","Teamwork",3
"2314",2018,"J","Information and communication","Telecommunications","Soft Skills","Leadership",4
"2315",2018,"J","Information and communication","Telecommunications","Tech Skills","Technical Support",5
"2316",2018,"J","Information and communication","Telecommunications","Business Skills","Business Management",6
"2317",2018,"J","Information and communication","Telecommunications","Business Skills","Project Management",7
"2318",2018,"J","Information and communication","Telecommunications","Soft Skills","Negotiation",8
"2319",2018,"J","Information and communication","Telecommunications","Tech Skills","Digital Literacy",9
"2320",2018,"J","Information and communication","Telecommunications","Tech Skills","Software Development Life Cycle (SDLC)",10
"2321",2018,"J","Information and communication","Motion Pictures & Film","Specialized Industry Skills","Video",1
"2322",2018,"J","Information and communication","Motion Pictures & Film","Specialized Industry Skills","Television",2
"2323",2018,"J","Information and communication","Motion Pictures & Film","Specialized Industry Skills","Photography",3
"2324",2018,"J","Information and communication","Motion Pictures & Film","Tech Skills","Animation",4
"2325",2018,"J","Information and communication","Motion Pictures & Film","Tech Skills","Graphic Design",5
"2326",2018,"J","Information and communication","Motion Pictures & Film","Specialized Industry Skills","Editing",6
"2327",2018,"J","Information and communication","Motion Pictures & Film","Tech Skills","Social Media",7
"2328",2018,"J","Information and communication","Motion Pictures & Film","Business Skills","Advertising",8
"2329",2018,"J","Information and communication","Motion Pictures & Film","Tech Skills","Digital Literacy",9
"2330",2018,"J","Information and communication","Motion Pictures & Film","Soft Skills","Teamwork",10
"2331",2018,"J","Information and communication","Broadcast Media","Specialized Industry Skills","Television",1
"2332",2018,"J","Information and communication","Broadcast Media","Specialized Industry Skills","Video",2
"2333",2018,"J","Information and communication","Broadcast Media","Specialized Industry Skills","Journalism",3
"2334",2018,"J","Information and communication","Broadcast Media","Specialized Industry Skills","Editing",4
"2335",2018,"J","Information and communication","Broadcast Media","Tech Skills","Social Media",5
"2336",2018,"J","Information and communication","Broadcast Media","Specialized Industry Skills","Radio Production",6
"2337",2018,"J","Information and communication","Broadcast Media","Soft Skills","Communication",7
"2338",2018,"J","Information and communication","Broadcast Media","Business Skills","Advertising",8
"2339",2018,"J","Information and communication","Broadcast Media","Specialized Industry Skills","Photography",9
"2340",2018,"J","Information and communication","Broadcast Media","Soft Skills","Writing",10
"2341",2018,"J","Information and communication","Newspapers","Specialized Industry Skills","Journalism",1
"2342",2018,"J","Information and communication","Newspapers","Specialized Industry Skills","Editing",2
"2343",2018,"J","Information and communication","Newspapers","Tech Skills","Social Media",3
"2344",2018,"J","Information and communication","Newspapers","Soft Skills","Writing",4
"2345",2018,"J","Information and communication","Newspapers","Business Skills","Corporate Communications",5
"2346",2018,"J","Information and communication","Newspapers","Business Skills","Advertising",6
"2347",2018,"J","Information and communication","Newspapers","Business Skills","Digital Marketing",7
"2348",2018,"J","Information and communication","Newspapers","Specialized Industry Skills","Research",8
"2349",2018,"J","Information and communication","Newspapers","Tech Skills","Graphic Design",9
"2350",2018,"J","Information and communication","Newspapers","Specialized Industry Skills","Photography",10
"2351",2018,"J","Information and communication","Publishing","Specialized Industry Skills","Editing",1
