"","year","isic_section_index","isic_section_name","industry_name","skill_group_category","skill_group_name","skill_group_rank"
"2352",2018,"J","Information and communication","Publishing","Soft Skills","Writing",2
"2353",2018,"J","Information and communication","Publishing","Tech Skills","Social Media",3
"2354",2018,"J","Information and communication","Publishing","Specialized Industry Skills","Journalism",4
"2355",2018,"J","Information and communication","Publishing","Tech Skills","Graphic Design",5
"2356",2018,"J","Information and communication","Publishing","Business Skills","Digital Marketing",6
"2357",2018,"J","Information and communication","Publishing","Business Skills","Advertising",7
"2358",2018,"J","Information and communication","Publishing","Specialized Industry Skills","Research",8
"2359",2018,"J","Information and communication","Publishing","Tech Skills","Digital Literacy",9
"2360",2018,"J","Information and communication","Publishing","Soft Skills","Communication",10
"2361",2018,"J","Information and communication","Information Technology & Services","Tech Skills","Web Development",1
"2362",2018,"J","Information and communication","Information Technology & Services","Tech Skills","System Administration",2
"2363",2018,"J","Information and communication","Information Technology & Services","Tech Skills","Data Storage Technologies",3
"2364",2018,"J","Information and communication","Information Technology & Services","Disruptive Tech Skills","Development Tools",4
"2365",2018,"J","Information and communication","Information Technology & Services","Tech Skills","Technical Support",5
"2366",2018,"J","Information and communication","Information Technology & Services","Tech Skills","Computer Networking",6
"2367",2018,"J","Information and communication","Information Technology & Services","Soft Skills","Teamwork",7
"2368",2018,"J","Information and communication","Information Technology & Services","Disruptive Tech Skills","Data Science",8
"2369",2018,"J","Information and communication","Information Technology & Services","Tech Skills","Software Development Life Cycle (SDLC)",9
"2370",2018,"J","Information and communication","Information Technology & Services","Soft Skills","Leadership",10
"2371",2018,"J","Information and communication","Writing & Editing","Specialized Industry Skills","Editing",1
"2372",2018,"J","Information and communication","Writing & Editing","Soft Skills","Writing",2
"2373",2018,"J","Information and communication","Writing & Editing","Tech Skills","Social Media",3
"2374",2018,"J","Information and communication","Writing & Editing","Specialized Industry Skills","Journalism",4
"2375",2018,"J","Information and communication","Writing & Editing","Specialized Industry Skills","Research",5
"2376",2018,"J","Information and communication","Writing & Editing","Specialized Industry Skills","Literature",6
"2377",2018,"J","Information and communication","Writing & Editing","Specialized Industry Skills","Teaching",7
"2378",2018,"J","Information and communication","Writing & Editing","Soft Skills","Communication",8
"2379",2018,"J","Information and communication","Writing & Editing","Tech Skills","Digital Literacy",9
"2380",2018,"J","Information and communication","Writing & Editing","Business Skills","Digital Marketing",10
"2381",2018,"J","Information and communication","Computer Games","Tech Skills","Game Development",1
"2382",2018,"J","Information and communication","Computer Games","Tech Skills","Animation",2
"2383",2018,"J","Information and communication","Computer Games","Tech Skills","Graphic Design",3
"2384",2018,"J","Information and communication","Computer Games","Disruptive Tech Skills","Development Tools",4
"2385",2018,"J","Information and communication","Computer Games","Specialized Industry Skills","Professional Sports",5
"2386",2018,"J","Information and communication","Computer Games","Tech Skills","Web Development",6
"2387",2018,"J","Information and communication","Computer Games","Tech Skills","Social Media",7
"2388",2018,"J","Information and communication","Computer Games","Soft Skills","Teamwork",8
"2389",2018,"J","Information and communication","Computer Games","Tech Skills","Digital Literacy",9
"2390",2018,"J","Information and communication","Computer Games","Business Skills","Project Management",10
"2391",2018,"J","Information and communication","Online Media","Tech Skills","Social Media",1
"2392",2018,"J","Information and communication","Online Media","Specialized Industry Skills","Editing",2
"2393",2018,"J","Information and communication","Online Media","Specialized Industry Skills","Journalism",3
"2394",2018,"J","Information and communication","Online Media","Business Skills","Digital Marketing",4
"2395",2018,"J","Information and communication","Online Media","Soft Skills","Writing",5
"2396",2018,"J","Information and communication","Online Media","Business Skills","Advertising",6
"2397",2018,"J","Information and communication","Online Media","Specialized Industry Skills","Video",7
"2398",2018,"J","Information and communication","Online Media","Tech Skills","Graphic Design",8
"2399",2018,"J","Information and communication","Online Media","Tech Skills","Information Management",9
"2400",2018,"J","Information and communication","Online Media","Specialized Industry Skills","Photography",10
"2401",2018,"J","Information and communication","Computer & Network Security","Specialized Industry Skills","Cybersecurity",1
"2402",2018,"J","Information and communication","Computer & Network Security","Tech Skills","Computer Networking",2
"2403",2018,"J","Information and communication","Computer & Network Security","Tech Skills","System Administration",3
"2404",2018,"J","Information and communication","Computer & Network Security","Disruptive Tech Skills","Development Tools",4
"2405",2018,"J","Information and communication","Computer & Network Security","Tech Skills","Digital Literacy",5
"2406",2018,"J","Information and communication","Computer & Network Security","Tech Skills","Data Storage Technologies",6
"2407",2018,"J","Information and communication","Computer & Network Security","Tech Skills","Web Development",7
"2408",2018,"J","Information and communication","Computer & Network Security","Soft Skills","Leadership",8
"2409",2018,"J","Information and communication","Computer & Network Security","Business Skills","Project Management",9
"2410",2018,"J","Information and communication","Computer & Network Security","Disruptive Tech Skills","Data Science",10
"2411",2018,"J","Information and communication","Media Production","Specialized Industry Skills","Video",1
"2412",2018,"J","Information and communication","Media Production","Tech Skills","Social Media",2
"2413",2018,"J","Information and communication","Media Production","Specialized Industry Skills","Editing",3
"2414",2018,"J","Information and communication","Media Production","Specialized Industry Skills","Television",4
"2415",2018,"J","Information and communication","Media Production","Specialized Industry Skills","Journalism",5
"2416",2018,"J","Information and communication","Media Production","Specialized Industry Skills","Photography",6
"2417",2018,"J","Information and communication","Media Production","Tech Skills","Graphic Design",7
"2418",2018,"J","Information and communication","Media Production","Soft Skills","Writing",8
"2419",2018,"J","Information and communication","Media Production","Business Skills","Digital Marketing",9
"2420",2018,"J","Information and communication","Media Production","Business Skills","Advertising",10
"2421",2018,"K","Financial and insurance activities","Banking","Business Skills","Commercial Banking",1
"2422",2018,"K","Financial and insurance activities","Banking","Business Skills","Financial Accounting",2
"2423",2018,"K","Financial and insurance activities","Banking","Business Skills","Capital Markets",3
"2424",2018,"K","Financial and insurance activities","Banking","Soft Skills","Teamwork",4
"2425",2018,"K","Financial and insurance activities","Banking","Business Skills","Business Management",5
"2426",2018,"K","Financial and insurance activities","Banking","Tech Skills","Digital Literacy",6
"2427",2018,"K","Financial and insurance activities","Banking","Business Skills","Management Consulting",7
"2428",2018,"K","Financial and insurance activities","Banking","Soft Skills","Leadership",8
"2429",2018,"K","Financial and insurance activities","Banking","Soft Skills","Communication",9
"2430",2018,"K","Financial and insurance activities","Banking","Specialized Industry Skills","Criminal Law",10
"2431",2018,"K","Financial and insurance activities","Insurance","Business Skills","Insurance",1
"2432",2018,"K","Financial and insurance activities","Insurance","Soft Skills","Teamwork",2
"2433",2018,"K","Financial and insurance activities","Insurance","Tech Skills","Digital Literacy",3
"2434",2018,"K","Financial and insurance activities","Insurance","Soft Skills","Negotiation",4
"2435",2018,"K","Financial and insurance activities","Insurance","Soft Skills","Leadership",5
"2436",2018,"K","Financial and insurance activities","Insurance","Business Skills","Business Management",6
"2437",2018,"K","Financial and insurance activities","Insurance","Business Skills","Capital Markets",7
"2438",2018,"K","Financial and insurance activities","Insurance","Soft Skills","Communication",8
"2439",2018,"K","Financial and insurance activities","Insurance","Business Skills","Financial Accounting",9
"2440",2018,"K","Financial and insurance activities","Insurance","Business Skills","Project Management",10
"2441",2018,"K","Financial and insurance activities","Financial Services","Business Skills","Financial Accounting",1
"2442",2018,"K","Financial and insurance activities","Financial Services","Business Skills","Capital Markets",2
"2443",2018,"K","Financial and insurance activities","Financial Services","Soft Skills","Teamwork",3
"2444",2018,"K","Financial and insurance activities","Financial Services","Business Skills","Commercial Banking",4
"2445",2018,"K","Financial and insurance activities","Financial Services","Business Skills","Investment Banking",5
"2446",2018,"K","Financial and insurance activities","Financial Services","Business Skills","Business Management",6
"2447",2018,"K","Financial and insurance activities","Financial Services","Soft Skills","Leadership",7
"2448",2018,"K","Financial and insurance activities","Financial Services","Tech Skills","Digital Literacy",8
"2449",2018,"K","Financial and insurance activities","Financial Services","Soft Skills","Communication",9
"2450",2018,"K","Financial and insurance activities","Financial Services","Soft Skills","Negotiation",10
"2451",2018,"K","Financial and insurance activities","Investment Banking","Business Skills","Financial Accounting",1
"2452",2018,"K","Financial and insurance activities","Investment Banking","Business Skills","Investment Banking",2
"2453",2018,"K","Financial and insurance activities","Investment Banking","Business Skills","Capital Markets",3
"2454",2018,"K","Financial and insurance activities","Investment Banking","Business Skills","Growth Strategies",4
"2455",2018,"K","Financial and insurance activities","Investment Banking","Business Skills","Business Management",5
"2456",2018,"K","Financial and insurance activities","Investment Banking","Soft Skills","Teamwork",6
"2457",2018,"K","Financial and insurance activities","Investment Banking","Soft Skills","Leadership",7
"2458",2018,"K","Financial and insurance activities","Investment Banking","Tech Skills","Digital Literacy",8
"2459",2018,"K","Financial and insurance activities","Investment Banking","Business Skills","Project Management",9
"2460",2018,"K","Financial and insurance activities","Investment Banking","Soft Skills","Negotiation",10
"2461",2018,"K","Financial and insurance activities","Investment Management","Business Skills","Investment Banking",1
"2462",2018,"K","Financial and insurance activities","Investment Management","Business Skills","Capital Markets",2
"2463",2018,"K","Financial and insurance activities","Investment Management","Business Skills","Financial Accounting",3
